Nombre de la Entidad|Municipio Entidad|Departamento Entidad
RISARALDA  INSTITUCIÓN EDUCATIVA CARLOS CASTRO SAAVEDRA|Pereira|Risaralda
CUNDINAMARCA  IED MANUEL MURILLO TORO DE UTICA|Útica|Cundinamarca
BOYACÁ  CONCEJO MUNICIPIO DE SOMONDOCO|Somondoco|Boyacá
CUNDINAMARCA  IERD SANTA TERESA  SAN JUAN DE RIOSECO|San Juan de Río Seco|Cundinamarca
CUNDINAMARCA  EMPRESA FERREA REGIONAL SAS  EFR SAS|Bogotá D.C.|Bogotá D.C.
BOGOTÁ DC  IED SANTA MARTHA|Bogotá D.C.|Bogotá D.C.
ANTIOQUIA  ESE HOSPITAL SAN RAFAEL  SANTO DOMINGO|Santo Domingo|Antioquia
LA GUAJIRA  INSTITUCIÓN EDUCATIVA MANUEL ANTONIO DÁVILA  SAN JUAN DEL CESAR|San Juan del Cesar|La Guajira
CESAR  INSTITUCIÓN EDUCATIVA TÉCNICO MILCIADES CANTILLO COSTA  VALLEDUPAR|Valledupar|Cesar
NORTE DE SANTANDER  UNIVERSIDAD DE PAMPLONA|San José de Cúcuta|Norte De Santander
CÓRDOBA  ALCALDÍA MUNICIPIO DE SAN PELAYO|San Pelayo|Córdoba
CAUCA  PERSONERÍA MUNICIPIO DE POPAYÁN|Popayán|Cauca
BOYACÁ  ALCALDÍA MUNICIPIO DE LA CAPILLA|La Capilla|Boyacá
CALDAS  IE CAMILO OLIMPO CARDONA  PENSILVANIA|Pensilvania|Caldas
CUNDINAMARCA  ESE HOSPITAL SAN FRANCISCO DE VIOTÁ|Viotá|Cundinamarca
NARIÑO  EMPRESA DE SERVICIOS PÚBLICOS VARIOS DE PUPIALES EMSERP ESP|Pupiales|Nariño
BOLÍVAR  CASA DE LA CULTURA DE SAN JUAN NEPOMUCENO|San Juan Nepomuceno|Bolívar
ANTIOQUIA  ESE HOSPITAL SAN JUAN DE DIOS  ITUANGO|Ituango|Antioquia
TOLIMA  ALCALDÍA MUNICIPIO DE CAJAMARCA|Cajamarca|Tolima
SAN ANDRÉS  SOCIEDAD DE TELEVISION DE LAS ISLAS  TELEISLAS|San Andrés|San Andrés, Providencia y Santa Catalina
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA QUEBRADA GRANDE  LA UNION|La Unión|Valle del Cauca
CALDAS  IE RURAL SERAFICO SAN ANTONIO DE PADUA  MANIZALES|Manizales|Caldas
CÓRDOBA  INSTITUCIÓN EDUCATIVA EL SABANAL  MONTERÍA|Montería|Córdoba
BOGOTÁ DC  INSTITUTO DISTRITAL DE PROTECCIÓN Y BIENESTAR ANIMAL|Bogotá D.C.|Bogotá D.C.
BOYACÁ  ESE HOSPITAL SANTA ANA DE MUZO|Muzo|Boyacá
TOLIMA  HOSPITAL RAMÓN MARIA ARANA  MURILLO|Murillo|Tolima
SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA   INSTITUCION EDUCATIVA ANTONIA SANTOS INEDAS|San Andrés|San Andrés, Providencia y Santa Catalina
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL MAGDALENA MEDIO  MEDELLIN|Medellín|Antioquia
META  INSTITUTO DE TRÁNSITO Y TRANSPORTE DEL META|Villavicencio|Meta
TOLIMA  INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL CELMIRA HUERTAS  IBAGUÉ|Ibagué|Tolima
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE FACATATIVÁ|Facatativá|Cundinamarca
BOYACÁ  CONCEJO MUNICIPIO DE MACANAL|Macanal|Boyacá
TOLIMA  CÁMARA DE COMERCIO DE IBAGUÉ|Ibagué|Tolima
CALDAS  INSTITUCIÓN EDUCATIVA ENCIMADAS  AGUADAS|Aguadas|Caldas
CALDAS  INSTITUCIÓN EDUCATIVA PIO XI|Aranzazu|Caldas
HUILA  EMPRESAS PÚBLICAS DE NEIVA|Neiva|Huila
ANTIOQUIA  INSTITUCIÓN EDUCATIVA ALCALDÍA DE MEDELLÍN|Medellín|Antioquia
CORPOGUAJIRA  CORPORACIÓN AUTONOMA REGIONAL DE LA GUAJIRA|Riohacha|La Guajira
CUNDINAMARCA  HOSPITAL SANTA MATILDE DE MADRID|Madrid|Cundinamarca
HUILA  CONCEJO MUNICIPAL DE CAMPOALEGRE|Campoalegre|Huila
ANTIOQUIA  INSTITUTO MUNICIPAL DE DEPORTES IMDER DE CAREPA|Carepa|Antioquia
HUILA  CONTRALORÍA MUNICIPAL DE NEIVA|Neiva|Huila
TOLIMA  ESE HOSPITAL SAN JOSÉ NIVEL I MARIQUITA|San Sebastian de Mariquita|Tolima
HUILA  ESE HOSPITAL TULIA DURAN DE BORRERO DE BARAYA|Baraya|Huila
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA MUNICIPAL LUIS CARLOS GALÁN SARMIENTO  FUSAGASUGÁ|Fusagasugá|Cundinamarca
CAUCA  INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE PUERTO TEJADA|Puerto Tejada|Cauca
CÓRDOBA  EMPRESA SOCIAL DEL ESTADO ESE CAMU DE PURISIMA|Purísima|Córdoba
ANTIOQUIA  AGUAS DEL PUERTO SA ESP  PUERTO BERRÍO|Puerto Berrío|Antioquia
BOYACÁ  INSTITUTO MUNICIPAL PARA LA EDUCACIÓN FÍSICA LA RECREACIÓN Y EL DEPORTE DE PAIPA|Paipa|Boyacá
HUILA  INSTITUCIÓN EDUCATIVA SAN GERARDO GARZÓN|Garzón|Huila
ANTIOQUIA  IE ESCUELA NORMAL SUPERIOR DE MEDELLÍN|Medellín|Antioquia
BOGOTÁ DC  IED COLEGIO RODOLFO LLINAS|Bogotá D.C.|Bogotá D.C.
HUILA  INSTITUCION EDUCATIVA TECNICO AGRICOLA  LA PLATA|La Plata|Huila
CALDAS  IE INSTITUTO TÉCNICO FRANCISCO JOSE DE CALDAS  MANIZALES|Manizales|Caldas
HUILA  AGUAS Y ASEO DEL MACIZO SAS ESP|Isnos|Huila
SUCRE  INSTITUCIÓN EDUCATIVA SANTA ROSA  SINCELEJO|Sincelejo|Sucre
CÓRDOBA  INSTITUCIÓN EDUCATIVA POLICARPA SALAVARRIETA  MONTERÍA|Montería|Córdoba
ANTIOQUIA  EMPRESAS PÚBLICAS DE BRICEÑO SA ESP|Briceño|Antioquia
RISARALDA  INSTITUCIÓN EDUCATIVA REMIGIO ANTONIO CAÑARTE  PEREIRA|Pereira|Risaralda
BOYACÁ  COLEGIO GUILLERMO LEÓN VALENCIA|Duitama|Boyacá
BOGOTÁ DC  IED SAN PEDRO CLAVER|Bogotá D.C.|Bogotá D.C.
SUCRE  CENTRO EDUCATIVO RANCHO LARGO  SAN PEDRO|San Pedro|Sucre
NORTE DE SANTANDER  EICE FARO DEL CATATUMBO SAS  SAN JOSÉ DE CÚCUTA|San José de Cúcuta|Norte De Santander
VALLE DEL CAUCA  ESE HOSPITAL LOCAL JOSÉ RUFINO VIVAS|Dagua|Valle del Cauca
META  ALCALDÍA MUNICIPIO DE ACACIAS|Acacías|Meta
CUNDINAMARCA  EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO ESP LA VEGA  LA VEGA|La Vega|Cundinamarca
SANTANDER  ESE HOSPITAL MENTAL RUDESINDO SOTO CÚCUTA|San José de Cúcuta|Norte De Santander
ANTIOQUIA  ALCALDÍA MUNICIPIO DE CARACOLÍ|Caracolí|Antioquia
CÓRDOBA  ALCALDÍA MUNICIPIO DE SAN ANTERO|San Antero|Córdoba
MAGDALENA  ESE ALEJANDRO PROSPERO REVEREND  SANTA MARTA|Santa Marta|Magdalena
TOLIMA  INSTITUCIÓN EDUCATIVA TÉCNICA COLOMBO ALEMÁN  SCALAS|Lérida|Tolima
DIRECCIÓN NACIONAL DE ESTUPEFACIENTES DNE|Bogotá D.C.|Bogotá D.C.
SANTANDER  ESE CENTRO DE SALUD SAN CAYETANO DE CONFINES|Confines|Santander
HUILA  INSTITUCIÓN EDUCATIVA LA ARCADIA  ALGECIRAS|Algeciras|Huila
BOYACÁ  PERSONERÍA MUNICIPIO DE BRICEÑO|Briceño|Boyacá
ANTIOQUIA  SEGUROS DE VIDA SURAMERICANA SA MEDELLIN|Medellín|Antioquia
BOYACÁ  ALCALDÍA MUNICIPIO DE COVARACHIA|Covarachía|Boyacá
META  ALCALDÍA MUNICIPIO DE EL DORADO|El Dorado|Meta
BOYACÁ  ALCALDÍA MUNICIPIO DE ALMEIDA|Almeida|Boyacá
CAUCA  EMPRESA DE SERVICIOS PÚBLICOS DE PIENDAMO EMPIENDAMÓ ESP|Piendamó|Cauca
BOGOTÁ DC  IED UNION COLOMBIA|Bogotá D.C.|Bogotá D.C.
BOYACÁ  INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL ROSARIO  SATIVANORTE|Sativanorte|Boyacá
CÓRDOBA  CASA DE LA CULTURA RAFAEL  PATRON CORRALES DE SAN ANTERO|San Antero|Córdoba
ATLÁNTICO  EDUMAS  EMPRESA DE DESARROLLO URBANO Y MEDIO AMBIENTE DE SOLEDAD|Soledad|Atlántico
ANTIOQUIA  I E CONCEJO MUNICIPAL EL PORVENIR  RIONEGRO|Rionegro|Antioquia
CASANARE  INSTITUCIÓN EDUCATIVA MEGACOLEGIO EL PROGRESO DE LA COMUNA V  YOPAL|Yopal|Casanare
SUCRE  INSTITUCIÓN EDUCATIVA SAN MARCOS  SAN MARCOS|San Marcos|Sucre
ANTIOQUIA  CONCEJO MUNICIPIO DE SOPETRÁN|Sopetrán|Antioquia
BOGOTÁ DC  IED EL PORVENIR|Bogotá D.C.|Bogotá D.C.
CUNDINAMARCA  INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE TENJO|Tenjo|Cundinamarca
ANTIOQUIA  EMPRESA DE SERVICIOS DE EL RETIRO  RETIRAR SA ESP|El Retiro|Antioquia
BOGOTÁ DC  IED CARLO FEDERICI|Bogotá D.C.|Bogotá D.C.
SUCRE  CONCEJO MUNICIPIO DE SINCELEJO|Sincelejo|Sucre
NARIÑO  INSTITUCIÓN EDUCATIVA AGROPECUARIA LUIS ANTONIO MONTERO  POTOSÍ|Potosí|Nariño
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL ANTONIO NARIÑO  CAJICÁ|Cajicá|Cundinamarca
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL EL VINO  LA VEGA|La Vega|Cundinamarca
NARIÑO  CONCEJO MUNICIPIO DE CONSACA|Consaca|Nariño
ANTIOQUIA  EMPRESAS PÚBLICAS DE SAN ANDRÉS DE CUERQUIA|San Andrés de Cuerquia|Antioquia
RISARALDA  ALCALDÍA MUNICIPIO DE GUATICA|Guática|Risaralda
MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO MINHACIENDA|Bogotá D.C.|Bogotá D.C.
VALLE DEL CAUCA  ALCALDÍA MUNICIPIO DE BUGALAGRANDE|Bugalagrande|Valle del Cauca
NARIÑO  ALCALDÍA MUNICIPIO DE MALLAMA|Mallama|Nariño
CALDAS  ESE HOSPITAL GERIÁTRICO SAN ISIDRO DE MANIZALES|Manizales|Caldas
CÓRDOBA  ALCALDÍA MUNICIPIO DE AYAPEL|Ayapel|Córdoba
CUNDINAMARCA  ESE CENTRO DE SALUD DE FOSCA|Fosca|Cundinamarca
SUCRE  ALCALDÍA MUNICIPIO DE COROZAL|Corozal|Sucre
VALLE DEL CAUCA  ALCALDÍA MUNICIPIO DE JAMUNDÍ|Jamundi|Valle del Cauca
NARIÑO  ESE CENTRO DE SALUD MUNICIPAL NIVEL I LUIS ACOSTA  LA UNIÓN|La Unión|Nariño
CHOCÓ  ALCALDÍA MUNICIPIO DE TADO|Tadó|Chocó
BOLÍVAR  INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE VILLANUEVA|Villanueva|Bolívar
TOLIMA  INSTITUCIÓN EDUCATIVA TÉCNICA TULIO VARÓN  PURIFICACIÓN|Purificación|Tolima
TOLIMA  ALCALDÍA MUNICIPIO DE PRADO|Prado|Tolima
CUNDINAMARCA  EMPRESA DE SERVICIOS PÚBLICOS DE CHOACHÍ|Choachí|Cundinamarca
BOYACÁ  ESE CENTRO DE SALUD DE CHITARAQUE|Chitaraque|Boyacá
ANTIOQUIA  CORPORACIÓN RUTA N MEDELLÍN|Medellín|Antioquia
BOYACÁ  ALCALDÍA MUNICIPIO DE LA VICTORIA|La Victoria|Boyacá
BOGOTÁ DC  IED GARCES NAVAS|Bogotá D.C.|Bogotá D.C.
CUNDINAMARCA  ALCALDÍA MUNICIPIO DE TAUSA|Tausa|Cundinamarca
CUNDINAMARCA  INSTITUTO MUNICIPAL DE CULTURA JOAQUÍN PIÑEROS CORPAS DE TABIO|Tabio|Cundinamarca
SANTANDER  ALCALDÍA MUNICIPIO DE SANTA BÁRBARA|Santa Bárbara|Santander
CALDAS  PEOPLE CONTACT SA  MANIZALES|Manizales|Caldas
META  INSTITUCIÓN EDUCATIVA AGROPECUARIO SIMÓN BOLÍVAR  EL CALVARIO|El Calvario|Meta
LA GUAJIRA  ASAMBLEA DEPARTAMENTAL|Riohacha|La Guajira
SUCRE  INSTITUCIÓN EDUCATIVA MARIA INMACULADA  SAN MARCOS|San Marcos|Sucre
CÓRDOBA  INSTITUCIÓN EDUCATIVA JOSE MARIA CÓRDOBA  MONTERÍA|Montería|Córdoba
SANTANDER  CAMARA DE COMERCIO DE BARRANCABERMEJA|Barrancabermeja|Santander
NORTE DE SANTANDER  ALCALDÍA MUNICIPIO DE TOLEDO|Toledo|Norte De Santander
RAMA JUDICIAL|Bogotá D.C.|Bogotá D.C.
SANTANDER  INSTITUTO DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA DE BUCARAMANGA|Bucaramanga|Santander
ANTIOQUIA  ALCALDÍA MUNICIPIO DE BETULIA|Betulia|Antioquia
CUNDINAMARCA  ALCALDÍA MUNICIPIO DE CHÍA|Chía|Cundinamarca
CUNDINAMARCA  ALCALDÍA MUNICIPIO DE PUERTO SALGAR|Puerto Salgar|Cundinamarca
BOLÍVAR  ESE CENTRO DE SALUD GIOVANNI CRISTINI EL CARMEN DE BOLIVAR|El Carmen de Bolívar|Bolívar
GUAVIARE  ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE|San José del Guaviare|Guaviare
SANTANDER  ALCALDÍA MUNICIPIO DE ALBANIA|Albania|Santander
ATLÁNTICO  HOSPITAL SANTO TOMAS EMPRESA SOCIAL DEL ESTADO|Santo Tomás|Atlántico
BOGOTÁ DC  ESE HOSPITAL MEISSEN II NIVEL|Bogotá D.C.|Bogotá D.C.
NORTE DE SANTANDER  ALCALDÍA MUNICIPIO DE SILOS|Santodomigo de Silos|Norte De Santander
CALDAS  ESE HOSPITAL SANTA TERESITA PÁCORA|Pácora|Caldas
BOYACÁ  ESE CENTRO DE SALUD DE SANTANA|Santana|Boyacá
BOGOTÁ DC  IED COLEGIO RURAL EL UVAL USME|Bogotá D.C.|Bogotá D.C.
TOLIMA  ESE HOSPITAL SANTA BARBARA DE VENADILLO|Venadillo|Tolima
LA GUAJIRA  ESE HOSPITAL DE NAZARETH  URIBIA|Uribia|La Guajira
SANTANDER  CONFINEÑA DE SERVICIOS PÚBLICOS SA ESP  CONFINES|Confines|Santander
SANTANDER  ALCALDÍA MUNICIPIO DE JORDÁN|Jordán|Santander
CASANARE  FONDO DE GESTIÓN DEL RIESGO DE DESASTRES DEL DEPARTAMENTO DE CASANARE  YOPAL|Yopal|Casanare
GUAVIARE  CONTRALORÍA DEPARTAMENTAL DEL GUAVIARE|San José del Guaviare|Guaviare
QUINDÍO  INSTITUCIÓN EDUCATIVA RURAL LAUREL  QUIMBAYA|Quimbaya|Quindío
BOGOTÁ DC  IED LOS TEJARES|Bogotá D.C.|Bogotá D.C.
BOYACÁ  INSTITUCIÓN EDUCATIVA ANTONIO RICAURTE  SANTANA|Santana|Boyacá
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA TERMARIT|Buenaventura|Valle del Cauca
RISARALDA  INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE GUADALUPE  DOSQUEBRADAS|Dosquebradas|Risaralda
ANTIOQUIA  ESE HOSPITAL JOSÉ MARÍA CÓRDOBA  CONCEPCIÓN|Concepción|Antioquia
TOLIMA  INSTITUCIÓN EDUCATIVATÉCNICACIUDAD DE IBAGUÉ|Ibagué|Tolima
SUCRE  INSTITUCIÓN EDUCATIVA PUERTO LOPEZ|Guaranda|Sucre
SANTANDER  EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE SUAITA|Suaita|Santander
BOGOTÁ DC  IED COLEGIO CIUDAD DE VILLAVICENCIO|Bogotá D.C.|Bogotá D.C.
NARIÑO  CONCEJO MUNICIPIO DE NARIÑO NARIÑO|Nariño|Nariño
ANTIOQUIA  ESE HOSPITAL PEDRO NEL CARDONA  ARBOLETES|Arboletes|Antioquia
NARIÑO  ALCALDÍA MUNICIPIO DE CUASPUD CARLOSAMA|Cuaspud/Carlosama|Nariño
MAGDALENA  ESE CENTRO DE SALUD PAZ DEL RÍO  FUNDACIÓN|Fundación|Magdalena
ANTIOQUIA  BIBLIOTECA PÚBLICA PILOTO DE MEDELLÍN PARA AMÉRICA LATINA  MEDELLÍN|Medellín|Antioquia
VALLE DEL CAUCA  ESE RED DE SALUD DEL CENTRO  CALI|Cali|Valle del Cauca
ARAUCA  ALCALDÍA MUNICIPIO DE CRAVO NORTE|Cravo Norte|Arauca
META  ALCALDÍA MUNICIPIO DE CUBARRAL|Cubarral|Meta
QUINDÍO  ALCALDÍA MUNICIPIO DE SALENTO|Salento|Quindío
NARIÑO  INSTITUCION EDUCATIVA CIUDAD DE IPIALES|Ipiales|Nariño
CAUCA  ESE SUROCCIDENTE  PATÍA|Patía|Cauca
META  ESE HOSPITAL MUNICIPAL DE ACACIAS|Acacías|Meta
INSTITUTO DE CASAS FISCALES DEL EJÉRCITO ICFE|Bogotá D.C.|Bogotá D.C.
BOGOTÁ DC  IED COLEGIO NICOLÁS GÓMEZ DÁVILA|Bogotá D.C.|Bogotá D.C.
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL INTEGRADA VALLE DE TENJO|Tenjo|Cundinamarca
BOGOTÁ DC  ESE HOSPITAL CENTRO ORIENTE II NIVEL|Bogotá D.C.|Bogotá D.C.
ANTIOQUIA  EMPRESA AGUAS DE RIONEGRO SA ESP|Rionegro|Antioquia
NARIÑO  INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER  OSPINA|Ospina|Nariño
CESAR  CONCEJO MUNICIPAL DE LA PAZ|La Paz|Cesar
BOGOTÁ DC  IED NACIONES UNIDAS|Bogotá D.C.|Bogotá D.C.
BOGOTÁ DC  IED PROVINCIA DE QUEBEC|Bogotá D.C.|Bogotá D.C.
SANTANDER  ALCALDÍA MUNICIPIO DE CHIMA|Chima|Santander
BOGOTÁ DC  IED RAFAEL URIBE URIBE LOC19|Bogotá D.C.|Bogotá D.C.
BOYACÁ  PERSONERÍA MUNICIPIO DE PAZ DE RÍO|Paz de Río|Boyacá
SANTANDER  EMPRESA PIEDECUESTANA DE SERVICIOS PÚBLICOS DOMICILIARIOS ESP|Piedecuesta|Santander
TOLIMA  INSTITUCIÓN EDUCATIVA TÉCNICA JOAQUÍN PARIS|Ibagué|Tolima
RISARALDA  COLEGIO SURORIENTAL DE PEREIRA  PEREIRA|Pereira|Risaralda
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS ESP   EBÉJICO|Ebéjico|Antioquia
BOLIVAR  INSTITUCION EDUCATIVA SANTA CRUZ DEL ISLOTE  CARTAGENA DE INDIAS|Cartagena|Bolívar
BOGOTÁ DC  IED COLEGIO EDUARDO UMAÑA LUNA|Bogotá D.C.|Bogotá D.C.
ANTIOQUIA  LA ESCUELA CONTRA LA DROGADICCION  RIONEGRO|Rionegro|Antioquia
HUILA  INSTITUCION EDUCATIVA SILVANIA  GIGANTE|Gigante|Huila
BOYACÁ  ALCALDÍA MUNICIPIO DE NOBSA|Nobsa|Boyacá
CORPOURABÁ  CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ|Medellín|Antioquia
ANTIOQUIA  ESE HOSPITAL GABRIEL PELÁEZ MONTOYA  JARDÍN|Jardín|Antioquia
CAQUETÁ  ESE RAFAEL TOVAR POVEDA  BELÉN DE LOS ANDAQUIES|Belén de Los Andaquies|Caquetá
CÓRDOBA  ESE CAMU LA APARTADA  LA APARTADA|La Apartada|Córdoba
BOGOTÁ DC  IED SAN AGUSTIN|Bogotá D.C.|Bogotá D.C.
BOGOTÁ DC  IED TÉCNICO JUAN DEL CORRAL|Bogotá D.C.|Bogotá D.C.
ATLÁNTICO  TERMINAL DE TRANSPORTE DE BARRANQUILLA|Barranquilla|Atlántico
BOGOTÁ DC  ALCALDÍA LOCAL ANTONIO NARIÑO|Bogotá D.C.|Bogotá D.C.
BOYACÁ  ESE CENTRO DE SALUD MANUEL ELKIN PATARROYO|Otanche|Boyacá
BOLÍVAR  ALCALDÍA MUNICIPIO DE CICUCO|Cicuco|Bolívar
BOYACÁ  INSTITUTO PARA EL FOMENTO DE LA RECREACIÓN Y EL DEPORTE DE SOGAMOSO  IRDS|Sogamoso|Boyacá
ARAUCA  INSTITUCIÓN EDUCATIVA JOEL SIERRA GONZÁLEZ|Tame|Arauca
EMPRESAS PUBLICAS DE TERUEL SA ESP|Teruel|Huila
SUCRE  INSTITUCION EDUCATIVA SIETE PALMAS|Caimito|Sucre
VALLE DEL CAUCA  INSTITUTO DESCENTRALIZADO BUGA ABASTOS  GUADALAJARA DE BUGA|Guadalajara de Buga|Valle del Cauca
CAUCA  PERSONERÍA MUNICIPIO DE ROSAS|Rosas|Cauca
RISARALDA  INSTITUCIÓN EDUCATIVA EDUARDO CORREA URIBE  DOSQUEBRADAS|Dosquebradas|Risaralda
CUNDINAMARCA  IED SAN JOAQUÍN  LA MESA|La Mesa|Cundinamarca
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA CORAZÓN DEL VALLE  TULUÁ|Tuluá|Valle del Cauca
CESAR  ESE HOSPITAL JOSÉ ANTONIO SOCARRÁS SÁNCHEZ  MANAURE BALCÓN DEL CESAR|Manaure Balcon del Cesar|Cesar
NARIÑO  ALCALDÍA MUNICIPIO DE POTOSÍ|Potosí|Nariño
BOGOTÁ DC  SECRETARÍA DISTRITAL DE LA MUJER|Bogotá D.C.|Bogotá D.C.
BOGOTÁ DC  ESE HOSPITAL SANTA CLARA III NIVEL|Bogotá D.C.|Bogotá D.C.
ATLÁNTICO  DEPARTAMENTO TÉCNICO ADMINISTRATIVO DEL MEDIO AMBIENTE DE BARRANQUILLA  DAMAB EN LIQUIDACIÓN|Barranquilla|Atlántico
SUPERINTENDENCIA NACIONAL DE SALUD SUPERSALUD|Bogotá D.C.|Bogotá D.C.
NORTE DE SANTANDER  ALCALDÍA MUNICIPIO DE OCAÑA|Ocaña|Norte De Santander
ANTIOQUIA  ESE HOSPITAL SAN JUAN DE DIOS  ABEJORRAL|Abejorral|Antioquia
CESAR  INSTITUTO MUNICIPAL DE CULTURA DEPORTE Y RECREACIÓN DE BOSCONIA|Bosconia|Cesar
CUNDINAMARCA  CONCEJO MUNICIPIO DE ZIPAQUIRÁ|Zipaquirá|Cundinamarca
RISARALDA  ASOCIACIÓN DE MUNICIPIOS DE RISARALDA ASOMUR|Belén de Umbría|Risaralda
RISARALDA  EMPRESA DE ASEO DE PEREIRA SA|Pereira|Risaralda
CUNDINAMARCA  EMPRESA INDUSTRIAL Y COMERCIAL DE SERVICIOS TURÍSTICOS DE NEMOCÓN|Nemocón|Cundinamarca
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL AGROPECUARIO LA SIERRA  QUIPILE|Quipile|Cundinamarca
META  INSTITUCIÓN EDUCATIVA PABLO EMILIO RIVEROS|Acacías|Meta
HUILA  INSTITUCIÓN EDUCATIVA MARIA CRISTINA ARANGO DE PASTRANA  NEIVA|Neiva|Huila
LA GUAJIRA INSTITUCION EDUCATIVA CENTRO DE INTEGRACION POPULAR|Riohacha|La Guajira
SANTANDER  ALCALDÍA MUNICIPIO DE PALMA DEL SOCORRO|Palmas del Socorro|Santander
CESARINSTITUCION EDUCATIVA LUIS RODRIGUEZ VALERAVALLEDUPAR|Valledupar|Cesar
ARAUCA  ASAMBLEA DEPARTAMENTAL DE ARAUCA|Arauca|Arauca
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA JORGE ISAACS DE EL PLACER  EL CERRITO|El Cerrito|Valle del Cauca
ANTIOQUIA  EMPRESAS PÚBLICAS DE BETULIA SA ESP|Betulia|Antioquia
VALLE DEL CAUCA  INSTITUCIÓN EDUCATIVA MAYOR DE YUMBO|Yumbo|Valle del Cauca
VALLE DEL CAUCA  ALCALDÍA MUNICIPIO DE CALI|Cali|Valle del Cauca
ANTIOQUIA  INSTITUTO TECNOLÓGICO PASCUAL BRAVO INSTITUCIÓN UNIVERSITARIA  MEDELLÍN|Medellín|Antioquia
ANTIOQUIA  ALCALDÍA MUNICIPIO DE BARBOSA|Barbosa|Antioquia
AERONÁUTICA CIVIL AEROCIVIL|Bogotá D.C.|Bogotá D.C.
BOYACÁ  ESE HOSPITAL SAN VICENTE DE RAMIRIQUÍ|Ramiriquí|Boyacá
CUNDINAMARCA  INSTITUCIÓN EDUCATIVA DEPARTAMENTAL JOSÉ MARÍA VERGARA VERGARA  BITUIMA|Bituima|Cundinamarca
CESAR  ALCALDÍA MUNICIPIO DE CURUMANÍ|Curumaní|Cesar
CUNDINAMARCA  INSTITUTO DEPORTIVO Y RECREATIVO DE FUSAGASUGÁ  IDERF|Fusagasugá|Cundinamarca
CESAR  ALCALDÍA MUNICIPIO DE LA JAGUA DE IBIRICO|La Jagua de Ibirico|Cesar
VALLE DEL CAUCA  ESE RED DE SALUD DEL NORTE  CALI|Cali|Valle del Cauca
NARIÑO  CENTRO DE SALUD SAÚL QUIÑONES  MAGUI PAYAN|Magüi|Nariño
BOYACÁ  ALCALDÍA MUNICIPIO DE PÁEZ|Páez|Boyacá
CVC  CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA|Cali|Valle del Cauca
VALLE DEL CAUCA  CENTRO EDUCATIVO GABRIELA MISTRAL  JAMUNDÍ|Jamundi|Valle del Cauca
BOYACÁ  ALCALDÍA MUNICIPIO DE VIRACACHÁ|Viracachá|Boyacá
CAUCA  INDUSTRIA DE LICORES DEL CAUCA|Popayán|Cauca
RISARALDA  ESE HOSPITAL SAN JOSÉ  LA CELIA|La Celia|Risaralda
CALDAS  IE PABLO VI  PENSILVANIA|Pensilvania|Caldas
ANTIOQUIA  INSTITUCIÓN EDUCATIVA SAN LORENZO DE ABURRÁ  MEDELLÍN|Medellín|Antioquia
ANTIOQUIA  ESCUELA SUPERIOR TECNOLÓGICA DE ARTES DÉBORA ARANGO  MEDELLÍN|Medellín|Antioquia
BOGOTÁ DC  IED COLEGIO VILLA AMALIA|Bogotá D.C.|Bogotá D.C.
CALDAS  INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR DE CALDAS  MANIZALES|Manizales|Caldas
META  INSTITUCIÓN EDUCATIVA TENIENTE CRUZ PAREDES  CUMARAL|Cumaral|Meta
NARIÑO  INSTITUCIÓN EDUCATIVA EL CANAL NOCTURNO MARIANO OSPINA PÉREZ  EL CHARCO|El Charco|Nariño
ANTIOQUIA  INSTITUCIÓN EDUCATIVA FRANCISCO MIRANDA  MEDELLÍN|Medellín|Antioquia
